label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
0	968 m	0.1759	volleyball	guinea pig	1.1971	740	0.894	1110 N	-0.0383	0.0324	football	1148	796 m^3	0.1901
4	1104 m	0.5535	badminton	fish, ferret	0.6289	357	0.2935	495 N	0.7729	0.4384	football	-67	-346 m^3	0.6267
0	713 m	-0.0854	volleyball	reptile, bird	0.8217	929	0.7407	527 N	0.4151	0.0025	tennis	935	1367 m^3	1.2653
0	921 m	-0.1174	motor sports	guinea pig, reptile	1.3985	-349	1.0457	773 N	0.4484	0.684	motor sports	1068	1034 m^3	0.3046
1	782 m	0.1775	tennis	dog	0.8285	1478	1.1768	1045 N	-0.1834	0.3039	badminton	871	1303 m^3	0.3924
1	163 m	0.5071	track & field	dog	1.2552	729	1.0849	841 N	-0.0845	1.2953	basketball	975	935 m^3	1.2691
2	134 m	0.2978	ice hockey	pig	0.7922	386	1.2001	1037 N	0.1206	0.7957	track & field	1261	734 m^3	0.6454
0	496 m	0.2377	volleyball	hamster	1.3251	1206	1.1839	977 N	0.2242	0.4904	volleyball	587	1131 m^3	0.0894
3	728 m	0.5592	motor sports	hamster	0.3019	325	0.0656	37 N	1.0753	1.1924	soccer	363	-175 m^3	0.1715
3	1013 m	0.4157	motor sports	hamster	0.2454	977	0.451	458 N	1.1795	1.7383	soccer	607	NULL	0.6269
2	57 m	0.657	ice hockey	pig	0.5265	1752	1.2141	850 N	0.3814	0.8405	TRACK & FIELD	1009	534 m^3	0.6684
0	746 m	0.2049	running	bird, reptile	1.1416	429	0.526	561 N	0.3126	-0.1156	tennis	1174	1266 m^3	0.6547
1	1416 m	-0.5113	tennis	cat	0.834	876	0.8839	206 N	0.4038	1.0208	badminton	1308	879 m^3	2.1424
1	1104 m	0.2471	tennis	dog	1.3282	799	0.8624	-171 N	0.4271	0.9914	running	698	869 m^3	1.5017
1	1130 m	-0.0743	soccer	cat	1.2818	654	1.0245	1138 N	-0.2413	?	running	1073	635 m^3	0.5851
1	1132 m	0.1178	tennis	dog	0.8848	782	1.1564	196 N	0.1058	0.3981	running	1156	764 m^3	0.2352
2	1136 m	0.7681	ice hockey	pig	1.0384	1280	0.5208	768 N	0.4189	0.8891	ice hockey	1027	1441 m^3	1.0999
2	668 m	1.6185	ice hockey	pig	0.7574	933	1.3045	201 N	-0.1799	1.1941	track & field	1476	765 m^3	0.3438
4	801 m	0.9727	badminton	rat	1.3173	-42	1.1053	1029 N	0.2608	1.4575	baseball	-28	216 m^3	0.259
4	563 m	0.7274	football	fish, ferret	0.9801	-16	0.0838	994 N	0.7129	1.1729	volleyball	134	1047 m^3	0.3536
3	818 m	1.1332	motor sports	hamster	0.6884	855	0.0273	930 N	0.8165	1.3393	boxing	1178	635 m^3	1.1429
4	1545 m	0.3849	running	rabbit	0.6906	1016	0.4936	503 N	0.6836	0.465	None	-125	853 m^3	-0.1663
3	733 m	0.9758	basketball	hamster	0.4789	385	0.1948	551 N	0.8404	1.1254	boxing	860	-599 m^3	0.3385
2	340 m	1.0137	ice hockey	pig	0.6896	285	0.794	241 N	0.5156	0.7232	ICE HOCKEY	306	1709 m^3	0.8828
0	1117 m	-0.1105	volleyball	guinea pig	1.1899	876	1.3358	1404 N	0.9963	0.8081	tennis	818	608 m^3	0.2479
2	429 m	0.9816	ice hockey	pig	0.7338	547	1.1813	461 N	0.4093	0.9304	ice hockey	581	311 m^3	0.8324
3	812 m	0.589	basketball	hamster	0.2377	-122	0.3117	788 N	0.688	0.6529	ice hockey	1570	-466 m^3	0.1016
1	515 m	0.0248	baseball	dog	1.2857	1061	1.6147	550 N	0.1869	0.9417	badminton	286	933 m^3	1.1028
4	821 m	0.8848	volleyball	cat	1.0762	516	0.7111	827 N	0.5687	0.5792	volleyball	491	214 m^3	-0.0973
2	666 m	1.0993	ice hockey	pig	1.2329	457	0.6788	298 N	0.0246	0.2486	ice hockey	1075	927 m^3	0.5658
1	791 m	0.9179	soccer	dog	1.0701	1730	0.946	967 N	-0.1557	0.8408	motor sports	1266	336 m^3	1.2374
1	676 m	0.9352	baseball	dog	0.8979	1622	0.9918	224 N	-0.3684	0.6192	basketball	854	625 m^3	0.0088
3	783 m	0.1795	motor sports	hamster	0.7336	278	0.5669	-1 N	1.3309	1.2503	boxing	542	-325 m^3	0.6148
0	384 m	0.1054	boxing	rabbit, chicken	1.2431	893	0.8157	453 N	0.2118	-0.0353	tennis	674	678 m^3	0.2755
3	940 m	0.1585	motor sports	hamster	0.4168	97	0.6118	277 N	1.1977	0.2656	soccer	595	95 m^3	0.0734
3	1424 m	0.4762	N/A	reptile, bird	0.2065	866	0.3738	-58 N	1.0962	1.2446	boxing	403	69 m^3	1.1056
2	-167 m	0.8499	ice hockey	pig	0.8445	1184	0.7135	1206 N	0.3297	0.5171	track & field	445	1492 m^3	0.7376
0	1028 m	-0.534	running	guinea pig, reptile	0.7481	983	1.2321	1614 N	0.5926	0.7794	tennis	1106	959 m^3	0.3838
3	890 m	0.6344	motor sports	hamster	0.7805	249	-0.0148	-29 N	0.5591	0.9727	soccer	None	539 m^3	0.9368
2	613 m	0.9569	Ice Hockey	pig	0.5604	890	0.6543	884 N	0.2103	0.6582	ice hockey	969	975 m^3	0.6886
1	763 m	0.8146	ice hockey	rat, fish	1.2089	1175	0.7505	895 N	-0.474	1.366	RUNNING	972	374 m^3	1.2545
4	588 m	0.7194	football	rat, rabbit	1.0051	406	-0.128	1333 N	0.7064	0.6506	volleyball	22	95 m^3	-0.0811
1	1075 m	0.0091	basketball	dog	0.3932	767	1.0375	360 N	0.0812	0.8219	badminton	723	744 m^3	1.6311
4	975 m	0.4231	badminton	hamster	1.0819	NULL	0.7426	665 N	0.7701	0.3904	baseball	236	732 m^3	0.4782
3	749 m	0.9184	basketball	hamster	0.2257	823	0.4131	414 N	0.8284	0.984	soccer	352	36 m^3	0.8373
4	819 m	1.0207	boxing	rabbit, fish, ferret	1.3608	284	0.8113	421 N	0.4164	0.945	baseball	507	1037 m^3	-0.1178
0	1149 m	0.2519	motor sports	guinea pig, reptile	0.5982	679	0.6655	1475 N	0.2226	0.3904	motor sports	717	851 m^3	1.256
1	1127 m	0.5734	tennis	dog	0.8472	721	0.8651	-99 N	-0.3478	1.1048	golf	564	892 m^3	0.4436
0	1369 m	0.6682	golf	guinea pig	1.6717	993	1.3893	688 N	0.406	0.0616	motor sports	251	1073 m^3	0.2904
4	1495 m	0.9779	football	ferret	0.8235	904	0.2797	940 N	0.5382	0.7047	volleyball	524	644 m^3	0.7263
0	737 m	-0.6796	volleyball	pig	1.3202	1160	1.3341	733 N	-0.0712	0.5546	motor sports	410	972 m^3	1.1433
0	552 m	-0.4145	golf	guinea pig, bird	1.165	462	1.2242	822 N	-0.0264	0.2331	football	334	762 m^3	0.5043
0	938 m	0.3746	boxing	bird, reptile	0.9667	762	1.1369	1723 N	0.3766	0.5244	tennis	430	952 m^3	0.6004
3	922 m	0.5893	motor sports	pig	0.2769	NULL	0.1958	689 N	0.4887	0.5793	soccer	817	216 m^3	0.5755
2	478 m	0.9294	ICE HOCKEY	pig	1.3233	979	0.2965	1370 N	0.5328	0.6172	track & field	1045	1187 m^3	0.967
2	220 m	0.7913	ice hockey	pig	1.2023	920	0.9556	1182 N	0.4556	0.7884	ice hockey	615	1336 m^3	1.385
0	1140 m	-0.1898	volleyball	reptile, bird	1.1804	1022	1.2414	169 N	0.2836	0.8797	football	603	918 m^3	-0.3779
3	505 m	0.5752	motor sports	hamster	0.5709	-104	0.5666	214 N	1.243	1.0605	boxing	579	-33 m^3	0.9466
1	483 m	0.187	track & field	dog	1.0167	1168	0.942	-270 N	-0.0786	1.3872	track & field	314	1192 m^3	0.8878
1	726 m	0.0832	soccer	hamster	1.6633	1046	1.1197	610 N	0.1282	0.792	badminton	1610	309 m^3	1.1516
3	622 m	0.7073	basketball	hamster	-0.2279	658	0.18	243 N	1.2989	0.9044	boxing	762	29 m^3	0.8058
2	612 m	1.418	ice hockey	cat		846	1.5694	762 N	0.6108	1.1859	track & field	705	1408 m^3	-0.1793
4	731 m	0.2744	badminton	fish, rat, rabbit, chicken	1.0061	163	0.5063	1598 N	0.5721	0.8495	volleyball	-15	560 m^3	-0.3005
4	820 m	0.3507	football	rabbit, fish	1.4179	429	0.6223	1148 N	0.3301	0.3087	volleyball	306	941 m^3	0.1161
4	400 m	0.9282	badminton	chicken	1.0747	-254	0.2914	1296 N	0.4285	1.0792	baseball	398	630 m^3	0.3384
3	1329 m	0.3072	basketball	hamster	0.0682	551	0.3234	264 N	0.509	0.9286	boxing	673	886 m^3	0.4909
1	885 m	0.2636	track & field	dog	0.6367	981	0.9849	461 N	-0.4702	1.1015	golf	455	869 m^3	0.8218
4	868 m	0.688	football	reptile	1.0753	306	0.3635	1003 N	0.093	0.5717	track & field	-177	1300 m^3	0.0204
4	1288 m	1.0921	football	ferret	1.4955	161	0.797	872 N	0.7348	0.397	baseball	222	693 m^3	0.5642
2	735 m	0.879	ice hockey	pig	0.9235	839	0.8075	280 N	-0.5257	0.4849	track & field	1332	943 m^3	0.5277
4	747 m	0.772	football	rabbit, fish, ferret	0.9608	692	0.3906	1276 N	1.04	1.145	volleyball	349	439 m^3	-0.3813
1	1313 m	0.7065	n/a	cat	1.1976	1454	0.9048	401 N	-0.1373	1.3602	badminton	1020	990 m^3	0.7789
4	1385 m	0.4946	football	chicken, fish, rat, ferret	1.3015	365	0.3533	1212 N	1.0155	0.8483	boxing	463	603 m^3	0.0869
2	447 m	0.6502	ice hockey	pig	-0.0162	615	1.0639	478 N	0.5119	0.9882	track & field	201	785 m^3	0.9491
0	1045 m	0.3618	boxing	reptile, bird	0.8854	537	?	941 N	0.4812	0.9905	football	751	723 m^3	0.3545
1	564 m	0.2238	tennis	dog	1.3514	582	0.9778	836 N	-0.1388	0.9288	basketball	1283	394 m^3	0.6642
2	-59 m	1.0084	baseball	pig	0.7042	213	1.106	727 N	0.528	0.3721	track & field	1145	1370 m^3	0.5041
1	818 m	-0.4115	baseball	cat	1.2372	627	0.9053	272 N	0.3204	1.2589	badminton	1002	1070 m^3	0.5857
3	873 m	1.1352	basketball	hamster	0.4313	773	0.4492	681 N	1.4797	1.0507	soccer	762	-88 m^3	n/a
0	836 m	-0.0362	soccer	bird	1.0719	625	1.0536	980 N	0.4179	0.1218	tennis	1192	982 m^3	0.3257
0	754 m	-0.2706	running	Guinea Pig, Bird	1.3172	1041	0.9703	1337 N	0.2322	0.1455	motor sports	98	896 m^3	0.5474
0	982 m	0.1685	volleyball	guinea pig	1.0963	689	1.22	837 N	0.3076	-0.377	football	202	542 m^3	0.83
0	476 m	-0.029	soccer	pig	0.8948	400	0.7165	915 N	0.5482	0.7553	basketball	971	949 m^3	0.306
3	1488 m	0.4283	baseball	hamster	0.1954	755	0.4042	289 N	1.1014	1.3542	boxing	682	394 m^3	0.7154
3	1022 m	0.9263	basketball	hamster	-0.3673	933	0.1567	1015 N	0.9212	1.2291	boxing	911	-445 m^3	0.3645
2	330 m	1.476	ice hockey	pig	1.1357	204	0.3749	849 N	-0.22	0.6442	ice hockey	1600	990 m^3	0.4176
2	371 m	0.9725	ice hockey	pig	1.1764	825	0.9219	531 N	0.0315	1.2588	track & field	785	1555 m^3	0.8235
3	1082 m	0.3494	motor sports	hamster	0.271	1055	0.2857	851 N	1.0507	0.8181	boxing	317	?	0.2716
4	1034 m	0.0008	badminton	rat, rabbit, ferret, fish	0.7904	-535	0.6819	1102 N	0.2034	1.5227	baseball	None	1047 m^3	0.6223
0	837 m	0.034	golf	reptile	0.7789	1041	1.4618	1538 N	-0.0791	0.7011	tennis	541	1229 m^3	0.8393
0	840 m	-0.0204	boxing	bird	0.8737	765	0.9918	943 N	0.5483	0.8078	motor sports	666	942 m^3	0.5182
1	535 m	0.8133	boxing	dog	0.6358	724	0.8339	741 N	-0.1114	1.3055	golf	1224	209 m^3	0.8304
3	1165 m	0.5133	basketball	hamster	0.6665	1183	0.4261	486 N	0.9337	1.5647	boxing	1252	175 m^3	0.4038
4	1111 m	0.4596	football	pig	1.1175	417	0.4338	1208 N	0.6808	1.5546	volleyball	-28	875 m^3	0.349
2	9 m	0.7603	motor sports	pig	0.2942	326	0.7871	683 N	0.0731	0.2522	track & field	773	1353 m^3	0.4337
4	1270 m	1.041	badminton	rabbit	1.4179	47	0.788	515 N	0.767	?	baseball	-215	1477 m^3	0.1259
1	1128 m	0.2422	tennis	cat	0.8171	1219	1.2026	1059 N	0.2707	1.1727	badminton	520	893 m^3	0.6461
4	914 m	0.0522	football	ferret	0.2587	813	0.6109	1025 N	1.2054	1.2106	volleyball	113	255 m^3	0.2663
4	1173 m	0.3747	football	chicken	1.2516	450	0.7586	1638 N	None	1.0574	baseball	402	802 m^3	0.2207
3	802 m	0.722	motor sports	hamster	0.138	642	0.2754	321 N	0.9691	1.2309	boxing	558	521 m^3	0.7823
2	546 m	0.9506	ice hockey	pig	1.3036	945	0.8195	329 N	0.6978	0.596	track & field	1354	1620 m^3	0.9158
3	676 m	0.9539	motor sports	hamster	0.5246	490	-0.0068	514 N	0.4514	1.2395	boxing	876	502 m^3	0.7696
3	651 m	0.9453	basketball	hamster	0.1064	302	0.1269	-278 N	0.3034	1.5749	SOCCER	1370	-61 m^3	0.2536
2	355 m	0.3705	ice hockey	pig	0.4004	363	1.1459	1044 N	-1.0193	1.4912	ice hockey	694	1271 m^3	0.0837
1	1040 m	0.6751	baseball	dog	0.9707	949	1.1287	676 N	0.1491	0.8672	running	972	595 m^3	0.9927
1	282 m	0.1869	soccer	dog	0.7352	1023	1.0146	225 N	0.1144	0.3794	badminton	521	317 m^3	1.312
4	779 m	0.6045	football	rat, rabbit, fish, ferret	0.9438	-345	0.4487	1142 N	0.7623	1.1293	golf	273	318 m^3	0.4939
1	825 m	0.0835	baseball	dog	0.968	691	1.2411	530 N	-0.04	0.1515	basketball	662	210 m^3	0.9227
1	574 m	0.0901	soccer	dog	1.4341	1241	0.6889	270 N	-0.103	0.8931	running	263		0.2487
1	294 m	0.0779	soccer	cat	0.8199	785	1.3611	-26 N	0.21	1.4776	golf	843	521 m^3	1.2672
2	589 m	0.8101	ice hockey	pig	0.836	1475	0.6456	1061 N	-0.0587	0.6975	ice hockey	955	605 m^3	1.0087
3	432 m	0.0513	motor sports	hamster	0.2256	689	0.3641	231 N	0.9915	0.5966	soccer	663	-34 m^3	0.4722
4	1043 m	0.5818	badminton	fish, rat, ferret, chicken	1.0744	20	0.9252	1030 N	0.8639	0.2125	volleyball	-307	37 m^3	0.4123
1	1101 m	-0.1758	soccer	cat	0.8076	798	1.1874	732 N	-0.1352	0.7219	badminton	1816	488 m^3	1.2706
3	738 m	0.5336	basketball	hamster	0.4431	595	0.3846	202 N	0.7981	1.3081	boxing	1053	206 m^3	1.0614
3	808 m	-0.1909	motor sports	hamster	-0.0433	581	0.0467	554 N	1.3207	0.9508	boxing	1107	-12 m^3	0.419
0	1314 m	0.338	golf	bird, reptile	1.2939	979	0.8005	1576 N	0.7699	1.199	motor sports	403	426 m^3	-0.0502
3	1383 m	0.2925	football	hamster	0.6825	1106	0.2538	654 N	0.5732	0.6897	soccer	1064	632 m^3	1.6664
0	201 m	-0.5895	boxing	guinea pig	0.7139	1026	1.2523	1577 N	0.3965	0.3382	tennis	109	932 m^3	0.7544
1	1118 m	0.7225	track & field	hamster	0.9396	630	0.1475	325 N	-0.0439	0.5323	basketball	1565	918 m^3	0.9911
2	486 m	1.2031	ice hockey	pig	1.0734	918	0.7329	305 N	0.2894	0.5235	ice hockey	1603	937 m^3	0.835
1	1459 m	0.2602	ice hockey	cat	0.7305	546	0.9629	1021 N	0.0939	0.9961	golf	1098	183 m^3	1.6878
4	1286 m	1.3451	football	rabbit, fish	1.1377	499	0.5844	1827 N	0.6821	0.984	volleyball	227	1239 m^3	-0.0667
4	691 m	0.5177	badminton	fish	1.3835	-504	0.7206	811 N	1.0458	0.9531	volleyball	265	720 m^3	-0.1728
0	928 m	-0.1136	ice hockey	guinea pig, bird	1.0507	1354	0.6585	753 N	0.3092	0.2968	football	503	358 m^3	0.4698
1	458 m	0.2237	baseball	CAT	0.9059	1474	0.8576	201 N	0.159	1.1517	golf	888	1046 m^3	0.8849
3	990 m	0.5223	motor sports	hamster	-0.0133	536	-0.5284	103 N	1.067	0.6063	boxing	1245	315 m^3	-0.0601
4	1038 m	0.806	football	rat, rabbit	1.4726	392	0.0732	1233 N	0.6709	1.2256	baseball	-214	730 m^3	0.0178
2	263 m	-0.3873	ice hockey	pig	1.159	-87	0.5176	1011 N	0.4788	0.702	baseball	244	691 m^3	0.4174
2	286 m	0.3049	ice hockey	PIG	0.9049	1032	0.81	52 N	0.5151	0.2661	ice hockey	1449	1091 m^3	0.4291
0	611 m	0.0723	running	reptile, bird	0.7319	1294	1.201	643 N	0.3122	0.2219	football	1088	836 m^3	0.1564
2	197 m	0.5417	ice hockey	pig	0.817	1575	0.6904	1143 N	0.6203	1.2818	track & field	757	1411 m^3	0.0731
4	1697 m	0.4523	baseball	chicken, rat, rabbit	1.3561	861	0.3381	928 N	0.3229	0.7426	tennis	263	691 m^3	0.7968
4	890 m	0.2615	motor sports	rat	1.0917	15	0.7671	1002 N	0.9348	0.6702	baseball	780	321 m^3	0.3939
1	656 m	0.3422	soccer	dog	1.143	146	1.3478	88 N	0.3026	0.9292	badminton	716	1137 m^3	1.2009
0	577 m	0.1457	BADMINTON	bird, reptile	1.4806	921	0.7479	-19 N	0.2238	-0.0189	football	1125	626 m^3	0.1142
0	555 m	0.4643	volleyball	guinea pig, bird	0.8807	669	0.9048	1499 N		-0.506	football	1069	1457 m^3	0.6537
2	741 m	0.9129	ice hockey	pig	0.714	1395	1.2172	674 N	-0.1658	0.5028	ice hockey	1481	1357 m^3	1.0554
2	624 m	0.6718	ice hockey	pig	1.6553	1223	0.603	981 N	-0.0317	0.6453	track & field	936	1650 m^3	0.6968
3	887 m	0.3617	basketball	hamster	0.2253	314	-0.1394	-219 N	0.822	1.0314	boxing	467	53 m^3	0.2541
2	877 m	0.3066	ice hockey	pig	0.7131	1109	0.1105	921 N	0.5602	1.3117	ice hockey	1401	1491 m^3	0.6957
0	840 m	-0.1142	boxing	N/A	0.9921	927	1.2788	349 N	-0.1187	-0.218	Tennis	389	1512 m^3	0.8031
4	1408 m	1.0865	badminton	RABBIT, FISH, FERRET	1.2176	-28	0.6713	797 N	0.7065	0.6935	volleyball	71	721 m^3	-0.0564
0	1315 m	0.2623	volleyball	reptile, bird	1.5024	393	1.0872	505 N	0.6503	0.7581	tennis	473	1299 m^3	0.645
2	356 m	0.6676	baseball	pig	0.7816	663	0.7994	627 N	0.5468	1.353	ice hockey	1468	1243 m^3	1.242
1	1352 m	0.5521	baseball	cat	1.0143	1320	0.8911	-261 N	0.2594	0.5533	baseball	None	510 m^3	0.9459
0	733 m	0.1748	running	bird	1.2829	1415	0.9258	1100 N	0.3894	0.7441	tennis	469	713 m^3	0.4943
4	1340 m	0.1959	football	NULL	0.4268	509	0.4935	1396 N	0.6545	0.9392	volleyball	-274	253 m^3	0.5224
1	1030 m	0.6214	baseball	cat	0.4773	762	0.1071	347 N	0.5012	0.6971	golf	900	1024 m^3	1.5495
2	66 m	0.4498	ICE HOCKEY	pig		918	0.8298	764 N	0.1965	0.6505	track & field	714	1262 m^3	1.4115
2	710 m	0.4856	ice hockey	pig	0.975	578	1.0927	687 N	0.225	0.3535	football	695	1223 m^3	0.7465
0	923 m	0.1456	running	guinea pig	1.6122	353	1.2885	1432 N	0.3218	0.3342	football	338	1569 m^3	0.6786
3	824 m	0.6165	basketball	hamster	0.4317	409	0.3162	593 N	0.7029	1.3964	boxing	644	248 m^3	0.3542
3	1289 m	0.5877	motor sports	hamster	0.5823	35	0.5277	115 N	0.5648	0.8225	baseball	976	332 m^3	1.0091
0	821 m	-0.2876	volleyball	bird, reptile	1.3496	725	0.9439	663 N	-0.0017	0.6355	motor sports	1005	732 m^3	0.3319
0	1209 m	0.0525	running	bird, reptile	1.1704	481	0.946	1165 N	0.2324	-0.11	football	558	919 m^3	0.2746
1	814 m	0.1779	baseball	dog	0.9344	1186	0.9978	1104 N	0.4356	0.8606	BASKETBALL	1048	1514 m^3	1.3189
1	1134 m	0.1171	basketball	cat	1.1433	1490	0.4311	182 N	-0.3042	1.1404	running	879	1076 m^3	0.1721
2	633 m	0.8557	ice hockey	pig	0.7715	335	0.7067	247 N	-0.5324	0.1827	ice hockey	373	707 m^3	1.3078
3	1039 m	1.647	Basketball	hamster		106	0.617	-108 N	0.8306	0.9572	soccer	1230	330 m^3	-0.0247
0	1457 m	-0.0174	running	reptile	1.1173	822	1.3161	865 N	0.6602	0.7697	motor sports	711	755 m^3	1.1266
3	696 m	0.5728	motor sports	guinea pig, bird	0.464	300	0.3962	717 N	0.6077	1.0328	soccer	515	-50 m^3	0.8356
0	562 m	0.4925	golf	bird	0.6351	801	1.2139	901 N	0.6414	0.5998	motor sports	-47	955 m^3	0.8727
1	1024 m	-0.4821	ice hockey	DOG	1.0448	1442	1.4598	348 N	0.1692	1.0502	running	713	415 m^3	0.5943
4	977 m	0.7161	football	rat, rabbit	0.69	76	None	766 N	0.7413	1.1886	baseball	236	1535 m^3	0.6031
4	1033 m	0.274	football	pig	0.6938	152	0.752	1089 N	0.7557	1.0332	volleyball	110	262 m^3	0.7607
2	568 m	0.8124	ice hockey	pig	0.7334	571	0.977	681 N	0.3327	1.176	track & field	545	1343 m^3	0.4309
1	1065 m	0.0912	BASKETBALL	cat	0.6694	1107	0.802	353 N	0.2726	1.4218	golf	1220	668 m^3	1.2673
2	488 m	0.8203	ice hockey	pig	0.6313	708	?	1213 N	1.0206	0.7452	track & field	1137	1203 m^3	0.9493
1	1014 m	0.0808	soccer	rat, chicken	1.298	1705	1.0696	729 N	0.1742	1.1526	running	345	1037 m^3	1.224
0	950 m	-0.2248	running	guinea pig, reptile	1.3297	926	1.0117	521 N	0.8661	0.6637	tennis	412	752 m^3	0.2169
2	420 m	0.4541	ice hockey	pig	0.3301	582	0.6146	641 N	-0.3119	1.2247	ice hockey	981	826 m^3	0.9761
2	216 m	0.5245	ice hockey	pig	1.2669	473	1.251	697 N	0.0741	0.8759	ice hockey	787	1696 m^3	0.7856
1	352 m	0.806	baseball	cat	1.2629	734	0.9352	229 N	-0.2829	0.3006	badminton	303	491 m^3	1.3811
4	588 m	0.9438	badminton	rat, rabbit, chicken, ferret	1.0362	-157	0.2312	468 N	0.4372	1.5448	volleyball	636	641 m^3	0.2307
3	1568 m	0.3341	basketball	hamster	0.5198	1323	-0.1178	-258 N	0.6507	0.8719	boxing	749	-262 m^3	0.5487
2	458 m	0.8575	badminton	pig	0.7753	52	0.6422	1520 N	0.1945	0.7163	track & field	774	823 m^3	0.6312
1	690 m	0.6085	track & field	cat	1.3793	1614	0.8787	666 N	0.2489	0.5778	running	1116	1040 m^3	0.8756
2	880 m	1.1359	ice hockey	PIG	0.8305	1003	0.6783	918 N	0.5402	0.5132	ice hockey	683	898 m^3	0.3552
4	835 m	0.8315	motor sports	fish	0.9974	194	0.4731	508 N	1.4044	0.7238	volleyball	37	549 m^3	-0.1233
0	1329 m	0.4397	golf	bird, guinea pig	1.113	535	0.5278	712 N	0.3893	0.2369	motor sports	-16	1246 m^3	-0.3973
0	506 m	-0.5607	RUNNING	guinea pig	1.3652	1217	1.6298	1390 N	0.4925	0.4792	motor sports	1120	1434 m^3	0.4908
4	1282 m	0.6554	badminton	fish	0.8707	499	0.3249	1331 N	0.5011	1.0973	volleyball	639	1257 m^3	-0.3321
4	1082 m	0.7509	football	fish, rabbit, ferret, chicken	0.8847	236	1.0489	538 N	1.4066	0.6739	baseball	95	565 m^3	-0.4949
0	753 m	-0.1042	baseball	guinea pig	1.0758	1206	1.048	560 N	0.1975	0.5054	running	?	1029 m^3	0.7704
4	1007 m	0.5463	track & field	ferret, rabbit, fish, rat	1.0785	-475	0.2985	830 N	0.5588	0.3882	baseball	351	1002 m^3	0.2277
4	1685 m	0.525	baseball	ferret, fish	0.4197	52	0.225	421 N	0.5625	0.6142	baseball	-231	1167 m^3	0.0136
4	1048 m	0.7283	badminton	rabbit	0.8876	973	0.3441	955 N	1.3389	0.1988	VOLLEYBALL	290	1275 m^3	0.095
2	-10 m	0.8153	ice hockey	pig	1.3272	953	0.9525	1187 N	0.0548	1.0283	ice hockey	678	387 m^3	0.2996
3	1041 m	0.8274	motor sports	hamster	0.2328	534	0.0606	-371 N	0.9183	0.7839	soccer	429	183 m^3	0.767
3	667 m	0.6302	basketball	hamster	0.427	395	0.484	-235 N	0.939	0.8881	boxing	936	-205 m^3	0.8496
1	886 m	0.1746	soccer	cat	1.0815	893	1.419	902 N	0.2984	1.236	badminton	885	1013 m^3	0.4304
3	1337 m	-0.0539	motor sports	hamster	0.3911	584	-0.3095	395 N	0.781	0.944	boxing	693	106 m^3	0.3133
2	596 m	1.2466	ice hockey	pig	0.7599	664	0.4007	1372 N	0.025	0.7936	track & field	1144	1393 m^3	0.8601
2	635 m	1.1388	ice hockey	pig	1.0994	392	0.9619	785 N	0.1656	1.2246	track & field	1541	1221 m^3	0.899
4	1444 m	1.1548	badminton	chicken	1.278	265	0.5352	701 N	0.5512	0.8983	volleyball	588	165 m^3	0.2285
0	757 m	0.0145	boxing	guinea pig	0.4067	n/a	0.991	782 N	0.1583	0.4299	tennis	524	931 m^3	0.7217
2	458 m	1.3464	ice hockey	pig	1.151	1197	0.6181	617 N	0.1735	1.2082	track & field	838	1558 m^3	0.9912
4	738 m	0.5313	soccer	rabbit, ferret	1.0939	901	0.5346	805 N	1.0324	0.2449	motor sports	394	759 m^3	-0.1108
1	-190 m	-0.0033	soccer	dog	1.4968	1533	0.9978	592 N	0.2871	0.6342	running	1533	375 m^3	1.6473
3	403 m	0.7858	baseball	hamster	0.1709	583	0.1822	85 N	0.9207	1.0786	soccer	1053	326 m^3	?
3	542 m	1.044	basketball	dog	0.6385	720	-0.0099	630 N	1.1685	0.8295	soccer	607	-416 m^3	0.8113
3	808 m	0.1697	basketball	hamster	0.0496	198	0.179	44 N	0.691	1.621	soccer	1463	905 m^3	1.0772
1	868 m	0.3898	basketball	dog	1.3975	955	1.4991	27 N	-0.0141	1.2245	volleyball	706	583 m^3	1.0428
3	1092 m	0.3384	motor sports	hamster	0.3391	887	0.4897	-165 N	0.873	1.3674	soccer	553	148 m^3	0.3429
0	915 m	0.1114	track & field	reptile	1.4519	560	1.3827	967 N	0.1983	0.7227	football	494	-176 m^3	0.509
3	1130 m	0.7731	basketball	hamster	0.366	781	0.233	61 N	1.219	0.7295	boxing	479	397 m^3	0.6317
1	985 m	0.6542	baseball	cat	0.8581	1107	0.7149	167 N	-0.3748	0.4258	golf	1136	976 m^3	1.6583
1	910 m	0.5728	motor sports	dog	0.8869	715	1.625	-259 N	-0.17	1.0787	golf	1301	819 m^3	1.4341
1	655 m	0.946	ice hockey	cat	1.2212	933	0.9956	442 N	0.4784	0.7175	badminton	192	606 m^3	1.0033
3	845 m	0.0363	basketball	hamster	0.911	227	0.1305	3 N	0.7413	1.1632	boxing	596	712 m^3	0.8354
1	690 m	0.1895	tennis	cat	0.7906	1763	0.732	560 N	0.0502	1.1042	BASKETBALL	502	783 m^3	1.09
2	-65 m	1.1891	ICE HOCKEY	pig	1.0779	1527	0.4034	803 N	0.1963	0.3165	volleyball	603	835 m^3	0.538
4	1425 m	0.5582	badminton	rat	1.2806	-283	1.3116	1479 N	1.2534	1.2616	volleyball	-404	166 m^3	-0.29
4	782 m	1.0145	football	chicken, rabbit, fish, ferret	0.8637	623	0.2919	1313 N	0.6664	1.2388	BASEBALL	297	941 m^3	-0.1488
